@relation 'MLC'

@attribute F1_MINIMUM_GYR_X numeric
@attribute F2_MAXIMUM_GYR_X numeric
@attribute F3_VARIANCE_GYR_X numeric
@attribute F4_PEAK_TO_PEAK_GYR_X numeric
@attribute F5_ABS_MEAN_GYR_V numeric
@attribute F6_ENERGY_GYR_X numeric
@attribute F7_MAXIMUM_ACC_Y numeric
@attribute F8_MAXIMUM_ACC_X numeric
@attribute F9_MAXIMUM_ACC_Z numeric
@attribute F10_MEAN_ACC_Z numeric
@attribute F11_MEAN_ACC_Y numeric
@attribute F12_ABS_MINIMUM_ACC_V numeric
@attribute F13_ENERGY_ACC_Y numeric
@attribute F14_MINIMUM_ACC_Y numeric
@attribute F15_ENERGY_ACC_X numeric
@attribute class {Static, Screwdriving-Correct, Screwdriving-Incorrect, Snipping-Correct, Snipping-Incorrect}

@data
-1.09668, 1.18457, 0.220093, 2.28125, 0.697266, 17.9063, -0.467285, 0.746582, 0.437256, 0.200073, -0.757813, 0.688965, 47.8438, -1.16211, 29.875, Snipping-Incorrect
-0.750977, 1.43457, 0.14917, 2.18555, 0.574707, 12.2422, -0.570313, 0.723633, 0.420166, 0.206055, -0.777832, 0.797852, 49.3438, -0.925781, 28.6719, Snipping-Incorrect
-0.818359, 0.681641, 0.109375, 1.5, 0.585449, 8.86719, -0.51416, 0.776367, 0.381348, 0.169312, -0.724121, 0.822266, 43.0938, -0.92334, 33.7813, Snipping-Incorrect
-0.578613, 0.617676, 0.0899658, 1.19629, 0.556641, 7.32422, -0.597168, 0.67627, 0.492432, 0.259766, -0.838867, 0.754395, 57.375, -1.02148, 20.1094, Snipping-Incorrect
-0.653809, 0.812988, 0.124023, 1.4668, 0.556641, 10.0625, -0.51416, 0.715332, 0.496338, 0.287354, -0.723145, 0.766602, 43.125, -0.955566, 31.8906, Snipping-Incorrect
-0.815918, 0.785645, 0.158203, 1.60156, 0.766602, 12.9609, -0.469238, 0.760254, 0.518555, 0.269287, -0.74707, 0.696289, 46.5, -1.13086, 29.0313, Snipping-Incorrect
-1.28516, 0.735352, 0.165039, 2.02148, 0.745117, 13.5469, -0.596191, 0.691406, 0.480225, 0.223633, -0.885742, 0.711914, 65.5, -1.24609, 14.4766, Snipping-Incorrect
-0.637207, 1.08301, 0.143799, 1.7207, 0.69873, 11.8906, -0.589355, 0.603516, 0.571289, 0.217285, -0.858398, 0.689453, 61.5, -1.23145, 16.6094, Snipping-Incorrect
-0.383301, 0.439453, 0.0284729, 0.822754, 0.297607, 2.3125, -0.70459, 0.588379, 0.353271, 0.246216, -0.83252, 0.871094, 56.5313, -0.943359, 19.8906, Snipping-Incorrect
-0.646484, 0.361328, 0.0604858, 1.00781, 0.435303, 4.94531, -0.664551, 0.662598, 0.330322, 0.168823, -0.817871, 0.810547, 54.5625, -1.00781, 23.4688, Snipping-Incorrect
-0.387695, 0.488281, 0.0403137, 0.875977, 0.321045, 3.29297, -0.739258, 0.574219, 0.335205, 0.14856, -0.838867, 0.864746, 57.2813, -0.991699, 20.9688, Snipping-Incorrect
-0.53125, 0.48291, 0.054657, 1.01465, 0.418945, 4.45313, -0.605469, 0.620605, 0.363281, 0.148193, -0.82959, 0.756836, 56.2188, -1.04785, 22.2344, Snipping-Incorrect
-0.73877, 1.14551, 0.0973511, 1.88477, 0.431885, 8.05469, -0.627441, 0.553223, 0.371338, 0.158203, -0.866699, 0.782227, 61.5313, -1.03711, 18.2344, Snipping-Incorrect
-0.612793, 0.499268, 0.0645752, 1.1123, 0.41748, 5.29688, -0.698242, 0.524414, 0.355225, 0.202759, -0.885742, 0.816895, 63.9375, -1.08691, 14.0859, Snipping-Incorrect
-0.404785, 0.520508, 0.0387268, 0.925293, 0.391113, 3.1582, -0.837402, 0.300293, 0.374268, 0.250488, -0.937012, 0.849121, 71.3125, -1.08691, 2.84766, Snipping-Incorrect
-0.571777, 0.416992, 0.0509949, 0.98877, 0.367432, 4.31641, -0.746582, 0.348145, 0.411377, 0.272217, -0.92041, 0.797852, 69.5625, -1.14453, 5.92188, Snipping-Incorrect
-0.429199, 0.513184, 0.0568237, 0.942383, 0.418213, 4.60547, -0.780273, 0.341309, 0.381348, 0.223389, -0.929688, 0.872559, 70.375, -1.10352, 5.53516, Snipping-Incorrect
-0.785645, 0.683594, 0.114929, 1.46973, 0.497314, 10.0469, -0.745605, 0.393311, 0.391357, 0.168213, -0.929199, 0.788086, 70.375, -1.05273, 6.87109, Snipping-Incorrect
-0.610352, 0.755859, 0.0527649, 1.36621, 0.319092, 4.27734, -0.820313, 0.395264, 0.174072, 0.0367737, -0.931641, 0.879395, 70.25, -1.04785, 9.53125, Snipping-Incorrect
-0.757324, 0.554199, 0.0474548, 1.31152, 0.439209, 4.12891, -0.800293, 0.365234, 0.39624, 0.128418, -0.95166, 0.835449, 74, -1.11328, 4.76563, Snipping-Incorrect
-0.73291, 1.37012, 0.198486, 2.10352, 0.711426, 16.1094, -0.694336, 0.355225, 0.484375, 0.16626, -0.962891, 0.71875, 76.4375, -1.33496, 2.62109, Snipping-Incorrect
-0.912598, 1.63965, 0.321777, 2.55273, 0.828125, 26.1719, -0.647461, 0.453369, 0.647461, 0.209106, -0.937012, 0.669922, 72.5, -1.21387, 6.49219, Snipping-Incorrect
-1.63086, 0.927246, 0.328857, 2.55859, 0.790527, 29.4688, -0.683594, 0.375244, 0.63916, 0.232666, -0.933105, 0.759277, 71.0625, -1.17578, 1.93262, Snipping-Incorrect
-0.457275, 0.854004, 0.0999756, 1.31152, 0.474854, 8.57031, -0.821289, 0.275146, 0.0820313, -0.0859985, -0.962891, 0.835938, 75.375, -1.18652, 2.49414, Snipping-Incorrect
-0.689941, 1.05078, 0.105347, 1.74121, 0.449463, 8.55469, -0.837402, 0.249146, 0.168091, -0.00149727, -0.981445, 0.849609, 78.5, -1.12988, 2.875, Snipping-Incorrect
-0.563477, 0.643555, 0.0841064, 1.20703, 0.379639, 6.82813, -0.862305, 0.246216, 0.168091, 0.00471497, -0.977539, 0.876465, 77.75, -1.13867, 2.9043, Snipping-Incorrect
-0.626465, 0.472412, 0.0919189, 1.09961, 0.412109, 7.47656, -0.821289, 0.362305, 0.255127, 0.0229492, -0.963867, 0.833984, 75.4375, -1.18164, 3.4043, Snipping-Incorrect
-0.75, 0.759766, 0.11615, 1.50977, 0.462646, 9.4375, -0.835449, 0.279297, 0.206177, 0.0420837, -0.97168, 0.848633, 76.9375, -1.11035, 3.06836, Snipping-Incorrect
-0.663086, 0.916992, 0.123718, 1.58008, 0.619629, 10.1719, -0.710449, 0.498291, 0.394287, 0.139038, -0.92627, 0.751465, 69.9375, -1.09961, 9.20313, Snipping-Incorrect
-0.827637, 1.08789, 0.160278, 1.91602, 0.574219, 13.0391, -0.777344, 0.460205, 0.335205, 0.0797729, -0.956055, 0.803711, 74.5625, -1.11914, 6.28516, Snipping-Incorrect
-0.618164, 0.777832, 0.0970459, 1.39648, 0.483154, 7.89453, -0.811523, 0.312256, 0.344238, 0.133911, -0.960938, 0.831543, 75.0625, -1.0918, 4.51563, Snipping-Incorrect
-0.730469, 0.735352, 0.141357, 1.46582, 0.509766, 11.6328, -0.811523, 0.314209, 0.314209, 0.0838623, -0.959961, 0.834961, 75.5, -1.10645, 4.85156, Snipping-Incorrect
-0.736816, 0.963867, 0.158447, 1.70117, 0.500488, 12.9453, -0.837402, 0.309326, 0.340332, 0.115295, -0.955566, 0.864746, 74.75, -1.11914, 4.375, Snipping-Incorrect
-0.694824, 0.673828, 0.119507, 1.36914, 0.464111, 9.82813, -0.791504, 0.344238, 0.42627, 0.134033, -0.949219, 0.80957, 73.5625, -1.09961, 4.19141, Snipping-Incorrect
-0.794922, 1.18457, 0.154785, 1.97949, 0.526855, 12.6094, -0.811523, 0.315186, 0.370361, 0.153809, -0.949219, 0.833984, 73.1875, -1.12988, 4.55859, Snipping-Incorrect
-0.746094, 0.773438, 0.12323, 1.51953, 0.504883, 10.0078, -0.796387, 0.408203, 0.484375, 0.183838, -0.935059, 0.814453, 71.75, -1.13281, 5.01953, Snipping-Incorrect
-1.03418, 0.865723, 0.136108, 1.90039, 0.469238, 11.0859, -0.810547, 0.312256, 0.464355, 0.20813, -0.941406, 0.84668, 72.0625, -1.09961, 4.54688, Snipping-Incorrect
-1.15527, 0.85498, 0.160034, 2.01172, 0.521973, 13.0547, -0.820313, 0.346191, 0.489258, 0.224365, -0.95166, 0.86377, 73.875, -1.16895, 5.02734, Snipping-Incorrect
-0.950195, 0.595703, 0.130493, 1.5459, 0.461182, 10.6641, -0.820313, 0.362305, 0.315186, 0.11554, -0.946289, 0.84082, 72.5, -1.09961, 6.39453, Snipping-Incorrect
-0.477295, 0.536133, 0.055481, 1.01367, 0.362061, 4.49609, -0.802734, 0.392334, 0.2771, 0.0547791, -0.946289, 0.822754, 72.875, -1.12012, 5.89063, Snipping-Incorrect
-0.675781, 0.554688, 0.0743408, 1.23047, 0.358643, 6.21094, -0.776367, 0.279297, 0.151123, 0.0290833, -0.964355, 0.789063, 75.875, -1.08203, 3.50391, Snipping-Incorrect
-0.727051, 0.406006, 0.0726929, 1.13379, 0.383789, 6.125, -0.827637, 0.282227, 0.165161, 0.0165558, -0.965332, 0.836914, 76.375, -1.14355, 3.17383, Snipping-Incorrect
-0.942871, 0.661621, 0.0876465, 1.60449, 0.37793, 7.19141, -0.854492, 0.27417, 0.2052, 0.039917, -0.973145, 0.868164, 77, -1.10547, 3.07813, Snipping-Incorrect
-0.646973, 0.416992, 0.0703125, 1.06445, 0.373291, 5.82813, -0.835449, 0.270264, 0.268066, 0.0795898, -0.97168, 0.844727, 76.75, -1.2041, 2.7832, Snipping-Incorrect
-0.590332, 0.620117, 0.0704956, 1.21094, 0.491455, 5.84375, -0.803711, 0.270264, 0.316162, 0.108826, -0.966309, 0.82373, 76.0625, -1.09277, 2.67969, Snipping-Incorrect
-0.594727, 0.819824, 0.0929565, 1.41504, 0.578613, 7.625, -0.784668, 0.303223, 0.443359, 0.151611, -0.95459, 0.803223, 74.5625, -1.19434, 3.27344, Snipping-Incorrect
-0.589844, 0.0775146, 0.0297394, 0.66748, 0.385254, 4.15234, -0.813477, 0.265137, 0.315186, 0.103699, -0.961426, 0.844238, 75.125, -1.0293, 3.29297, Snipping-Incorrect
-0.169067, 0.116577, 0.00180149, 0.285645, 0.0447998, 0.147217, -0.947754, 0.233154, 0.0370483, 0.0190887, -0.970703, 0.97168, 76.0625, -1.00293, 3.84375, Snipping-Incorrect
